Mod:Item:MetaData, Localized Name
TConstruct:pickaxeHead:8, Slime Pickaxe Head
TConstruct:pickaxeHead:9, Paper Pickaxe Head
TConstruct:pickaxeHead:10, Cobalt Pickaxe Head
TConstruct:pickaxeHead:11, Ardite Pickaxe Head
TConstruct:pickaxeHead:12, Manyullyn Pickaxe Head
TConstruct:pickaxeHead:13, Copper Pickaxe Head
TConstruct:pickaxeHead:14, Bronze Pickaxe Head
TConstruct:pickaxeHead:15, Alumite Pickaxe Head
TConstruct:pickaxeHead:16, Steel Pickaxe Head
TConstruct:pickaxeHead:17, Slime Pickaxe Head
TConstruct:pickaxeHead:18, Pig Iron Pickaxe Head
TConstruct:pickaxeHead:314, Unstable Induced Pickaxe Head
TConstruct:shovelHead:0, Wooden Shovel Head
TConstruct:shovelHead:1, Stone Shovel Head
TConstruct:shovelHead:2, Iron Shovel Head
TConstruct:shovelHead:3, Flint Shovel Head
TConstruct:shovelHead:4, Cactus Shovel Head
TConstruct:shovelHead:5, Bone Shovel Head
TConstruct:shovelHead:6, Obsidian Shovel Head
TConstruct:shovelHead:7, Netherrack Shovel Head
TConstruct:shovelHead:8, Slime Shovel Head
TConstruct:shovelHead:9, Paper Shovel Head
TConstruct:shovelHead:10, Cobalt Shovel Head
TConstruct:shovelHead:11, Ardite Shovel Head
TConstruct:shovelHead:12, Manyullyn Shovel Head
TConstruct:shovelHead:13, Copper Shovel Head
TConstruct:shovelHead:14, Bronze Shovel Head
TConstruct:shovelHead:15, Alumite Shovel Head
TConstruct:shovelHead:16, Steel Shovel Head
TConstruct:shovelHead:17, Slime Shovel Head
TConstruct:shovelHead:18, Pig Iron Shovel Head
TConstruct:shovelHead:314, Unstable Induced Shovel Head
TConstruct:hatchetHead:0, Wooden Axe Head
TConstruct:hatchetHead:1, Stone Axe Head
TConstruct:hatchetHead:2, Iron Axe Head
TConstruct:hatchetHead:3, Flint Axe Head
TConstruct:hatchetHead:4, Cactus Axe Head
TConstruct:hatchetHead:5, Bone Axe Head
TConstruct:hatchetHead:6, Obsidian Axe Head
TConstruct:hatchetHead:7, Netherrack Axe Head
TConstruct:hatchetHead:8, Slime Axe Head
TConstruct:hatchetHead:9, Paper Axe Head
TConstruct:hatchetHead:10, Cobalt Axe Head
TConstruct:hatchetHead:11, Ardite Axe Head
TConstruct:hatchetHead:12, Manyullyn Axe Head
TConstruct:hatchetHead:13, Copper Axe Head
TConstruct:hatchetHead:14, Bronze Axe Head
TConstruct:hatchetHead:15, Alumite Axe Head
TConstruct:hatchetHead:16, Steel Axe Head
TConstruct:hatchetHead:17, Slime Axe Head
TConstruct:hatchetHead:18, Pig Iron Axe Head
TConstruct:hatchetHead:314, Unstable Induced Axe Head
TConstruct:binding:0, Wooden Binding
TConstruct:binding:1, Stone Binding
TConstruct:binding:2, Iron Binding
TConstruct:binding:3, Flint Binding
TConstruct:binding:4, Cactus Binding
TConstruct:binding:5, Bone Binding
TConstruct:binding:6, Obsidian Binding
TConstruct:binding:7, Netherrack Binding
TConstruct:binding:8, Slime Binding
TConstruct:binding:9, Paper Binding
TConstruct:binding:10, Cobalt Binding
TConstruct:binding:11, Ardite Binding
TConstruct:binding:12, Manyullyn Binding
TConstruct:binding:13, Copper Binding
TConstruct:binding:14, Bronze Binding
TConstruct:binding:15, Alumite Binding
TConstruct:binding:16, Steel Binding
TConstruct:binding:17, Slime Binding
TConstruct:binding:18, Pig Iron Binding
TConstruct:binding:314, Unstable Induced Binding
TConstruct:toughBinding:0, Wooden Tough Binding
TConstruct:toughBinding:1, Stone Tough Binding
TConstruct:toughBinding:2, Iron Tough Binding
TConstruct:toughBinding:3, Flint Tough Binding
TConstruct:toughBinding:4, Cactus Tough Binding
TConstruct:toughBinding:5, Bone Tough Binding
TConstruct:toughBinding:6, Obsidian Tough Binding
TConstruct:toughBinding:7, Netherrack Tough Binding
TConstruct:toughBinding:8, Slime Tough Binding
TConstruct:toughBinding:9, Paper Tough Binding
TConstruct:toughBinding:10, Cobalt Tough Binding
TConstruct:toughBinding:11, Ardite Tough Binding
TConstruct:toughBinding:12, Manyullyn Tough Binding
TConstruct:toughBinding:13, Copper Tough Binding
TConstruct:toughBinding:14, Bronze Tough Binding
TConstruct:toughBinding:15, Alumite Tough Binding
TConstruct:toughBinding:16, Steel Tough Binding
TConstruct:toughBinding:17, Slime Tough Binding
TConstruct:toughBinding:18, Pig Iron Tough Binding
TConstruct:toughBinding:314, Unstable Induced Tough Binding
TConstruct:toughRod:0, Wooden Tough Rod
TConstruct:toughRod:1, Stone Tough Rod
TConstruct:toughRod:2, Iron Tough Rod
TConstruct:toughRod:3, Flint Tough Rod
TConstruct:toughRod:4, Cactus Tough Rod
TConstruct:toughRod:5, Bone Tough Rod
TConstruct:toughRod:6, Obsidian Tough Rod
TConstruct:toughRod:7, Netherrack Tough Rod
TConstruct:toughRod:8, Slime Tough Rod
TConstruct:toughRod:9, Paper Tough Rod
TConstruct:toughRod:10, Cobalt Tough Rod
TConstruct:toughRod:11, Ardite Tough Rod
TConstruct:toughRod:12, Manyullyn Tough Rod
TConstruct:toughRod:13, Copper Tough Rod
TConstruct:toughRod:14, Bronze Tough Rod
TConstruct:toughRod:15, Alumite Tough Rod
TConstruct:toughRod:16, Steel Tough Rod
TConstruct:toughRod:17, Slime Tough Rod
TConstruct:toughRod:18, Pig Iron Tough Rod
TConstruct:toughRod:314, Unstable Induced Tough Rod
TConstruct:heavyPlate:0, Wooden Large Plate
TConstruct:heavyPlate:1, Stone Large Plate
TConstruct:heavyPlate:2, Iron Large Plate
TConstruct:heavyPlate:3, Flint Large Plate
TConstruct:heavyPlate:4, Cactus Large Plate
TConstruct:heavyPlate:5, Bone Large Plate
TConstruct:heavyPlate:6, Obsidian Large Plate
TConstruct:heavyPlate:7, Netherrack Large Plate
TConstruct:heavyPlate:8, Slime Large Plate
TConstruct:heavyPlate:9, Paper Large Plate
TConstruct:heavyPlate:10, Cobalt Large Plate
TConstruct:heavyPlate:11, Ardite Large Plate
TConstruct:heavyPlate:12, Manyullyn Large Plate
TConstruct:heavyPlate:13, Copper Large Plate
TConstruct:heavyPlate:14, Bronze Large Plate
TConstruct:heavyPlate:15, Alumite Large Plate
TConstruct:heavyPlate:16, Steel Large Plate
TConstruct:heavyPlate:17, Slime Large Plate
TConstruct:heavyPlate:18, Pig Iron Large Plate
TConstruct:heavyPlate:314, Unstable Induced Large Plate
TConstruct:swordBlade:0, Wooden Sword Blade
TConstruct:swordBlade:1, Stone Sword Blade
TConstruct:swordBlade:2, Iron Sword Blade
TConstruct:swordBlade:3, Flint Sword Blade
TConstruct:swordBlade:4, Cactus Sword Blade
TConstruct:swordBlade:5, Bone Sword Blade
TConstruct:swordBlade:6, Obsidian Sword Blade
TConstruct:swordBlade:7, Netherrack Sword Blade
TConstruct:swordBlade:8, Slime Sword Blade
TConstruct:swordBlade:9, Paper Sword Blade
TConstruct:swordBlade:10, Cobalt Sword Blade
TConstruct:swordBlade:11, Ardite Sword Blade
TConstruct:swordBlade:12, Manyullyn Sword Blade
TConstruct:swordBlade:13, Copper Sword Blade
TConstruct:swordBlade:14, Bronze Sword Blade
TConstruct:swordBlade:15, Alumite Sword Blade
TConstruct:swordBlade:16, Steel Sword Blade
TConstruct:swordBlade:17, Slime Sword Blade
TConstruct:swordBlade:18, Pig Iron Sword Blade
TConstruct:swordBlade:314, Unstable Induced Sword Blade
TConstruct:wideGuard:0, Wooden Wide Guard
TConstruct:wideGuard:1, Stone Wide Guard
TConstruct:wideGuard:2, Iron Wide Guard
TConstruct:wideGuard:3, Flint Wide Guard
TConstruct:wideGuard:4, Cactus Wide Guard
TConstruct:wideGuard:5, Bone Wide Guard
TConstruct:wideGuard:6, Obsidian Wide Guard
TConstruct:wideGuard:7, Netherrack Wide Guard
TConstruct:wideGuard:8, Slime Wide Guard
TConstruct:wideGuard:9, Paper Wide Guard
TConstruct:wideGuard:10, Cobalt Wide Guard
TConstruct:wideGuard:11, Ardite Wide Guard
TConstruct:wideGuard:12, Manyullyn Wide Guard
TConstruct:wideGuard:13, Copper Wide Guard
TConstruct:wideGuard:14, Bronze Wide Guard
TConstruct:wideGuard:15, Alumite Wide Guard
TConstruct:wideGuard:16, Steel Wide Guard
TConstruct:wideGuard:17, Slime Wide Guard
TConstruct:wideGuard:18, Pig Iron Wide Guard
TConstruct:wideGuard:314, Unstable Induced Wide Guard
TConstruct:handGuard:0, Wooden Hand Guard
TConstruct:handGuard:1, Stone Hand Guard
TConstruct:handGuard:2, Iron Hand Guard
TConstruct:handGuard:3, Flint Hand Guard
TConstruct:handGuard:4, Cactus Hand Guard
TConstruct:handGuard:5, Bone Hand Guard
TConstruct:handGuard:6, Obsidian Hand Guard
TConstruct:handGuard:7, Netherrack Hand Guard
TConstruct:handGuard:8, Slime Hand Guard
TConstruct:handGuard:9, Paper Hand Guard
TConstruct:handGuard:10, Cobalt Hand Guard
TConstruct:handGuard:11, Ardite Hand Guard
TConstruct:handGuard:12, Manyullyn Hand Guard
TConstruct:handGuard:13, Copper Hand Guard
TConstruct:handGuard:14, Bronze Hand Guard
TConstruct:handGuard:15, Alumite Hand Guard
TConstruct:handGuard:16, Steel Hand Guard
TConstruct:handGuard:17, Slime Hand Guard
TConstruct:handGuard:18, Pig Iron Hand Guard
TConstruct:handGuard:314, Unstable Induced Hand Guard
TConstruct:crossbar:0, Wooden Crossbar
TConstruct:crossbar:1, Stone Crossbar
TConstruct:crossbar:2, Iron Crossbar
TConstruct:crossbar:3, Flint Crossbar
TConstruct:crossbar:4, Cactus Crossbar
TConstruct:crossbar:5, Bone Crossbar
TConstruct:crossbar:6, Obsidian Crossbar
TConstruct:crossbar:7, Netherrack Crossbar
TConstruct:crossbar:8, Slime Crossbar
TConstruct:crossbar:9, Paper Crossbar
TConstruct:crossbar:10, Cobalt Crossbar
TConstruct:crossbar:11, Ardite Crossbar
TConstruct:crossbar:12, Manyullyn Crossbar
TConstruct:crossbar:13, Copper Crossbar
TConstruct:crossbar:14, Bronze Crossbar
TConstruct:crossbar:15, Alumite Crossbar
TConstruct:crossbar:16, Steel Crossbar
TConstruct:crossbar:17, Slime Crossbar
TConstruct:crossbar:18, Pig Iron Crossbar
TConstruct:crossbar:314, Unstable Induced Crossbar
TConstruct:knifeBlade:0, Wooden Knife Blade
TConstruct:knifeBlade:1, Stone Knife Blade
TConstruct:knifeBlade:2, Iron Knife Blade
TConstruct:knifeBlade:3, Flint Knife Blade
TConstruct:knifeBlade:4, Cactus Knife Blade
TConstruct:knifeBlade:5, Bone Knife Blade
TConstruct:knifeBlade:6, Obsidian Knife Blade
TConstruct:knifeBlade:7, Netherrack Knife Blade
TConstruct:knifeBlade:8, Slime Knife Blade
TConstruct:knifeBlade:9, Paper Knife Blade
TConstruct:knifeBlade:10, Cobalt Knife Blade
TConstruct:knifeBlade:11, Ardite Knife Blade
TConstruct:knifeBlade:12, Manyullyn Knife Blade
TConstruct:knifeBlade:13, Copper Knife Blade
TConstruct:knifeBlade:14, Bronze Knife Blade
TConstruct:knifeBlade:15, Alumite Knife Blade
TConstruct:knifeBlade:16, Steel Knife Blade
TConstruct:knifeBlade:17, Slime Knife Blade
TConstruct:knifeBlade:18, Pig Iron Knife Blade
TConstruct:knifeBlade:314, Unstable Induced Knife Blade
TConstruct:frypanHead:0, Wooden Pan
TConstruct:frypanHead:1, Stone Pan
TConstruct:frypanHead:2, Iron Pan
TConstruct:frypanHead:3, Flint Pan
TConstruct:frypanHead:4, Cactus Pan
TConstruct:frypanHead:5, Bone Pan
TConstruct:frypanHead:6, Obsidian Pan
TConstruct:frypanHead:7, Netherrack Pan
TConstruct:frypanHead:8, Slime Pan
TConstruct:frypanHead:9, Paper Pan
TConstruct:frypanHead:10, Cobalt Pan
TConstruct:frypanHead:11, Ardite Pan
TConstruct:frypanHead:12, Manyullyn Pan
TConstruct:frypanHead:13, Copper Pan
TConstruct:frypanHead:14, Bronze Pan
TConstruct:frypanHead:15, Alumite Pan
TConstruct:frypanHead:16, Steel Pan
TConstruct:frypanHead:17, Slime Pan
TConstruct:frypanHead:18, Pig Iron Pan
TConstruct:frypanHead:314, Unstable Induced Pan
TConstruct:signHead:0, Wooden Sign Head
TConstruct:signHead:1, Stone Sign Head
TConstruct:signHead:2, Iron Sign Head
TConstruct:signHead:3, Flint Sign Head
TConstruct:signHead:4, Cactus Sign Head
TConstruct:signHead:5, Bone Sign Head
TConstruct:signHead:6, Obsidian Sign Head
TConstruct:signHead:7, Netherrack Sign Head
TConstruct:signHead:8, Slime Sign Head
TConstruct:signHead:9, Paper Sign Head
TConstruct:signHead:10, Cobalt Sign Head
TConstruct:signHead:11, Ardite Sign Head
TConstruct:signHead:12, Manyullyn Sign Head
TConstruct:signHead:13, Copper Sign Head
TConstruct:signHead:14, Bronze Sign Head
TConstruct:signHead:15, Alumite Sign Head
TConstruct:signHead:16, Steel Sign Head
TConstruct:signHead:17, Slime Sign Head
TConstruct:signHead:18, Pig Iron Sign Head
TConstruct:signHead:314, Unstable Induced Sign Head
TConstruct:chiselHead:0, Wooden Chisel Head
TConstruct:chiselHead:1, Stone Chisel Head
TConstruct:chiselHead:2, Iron Chisel Head
TConstruct:chiselHead:3, Flint Chisel Head
TConstruct:chiselHead:4, Cactus Chisel Head
TConstruct:chiselHead:5, Bone Chisel Head
TConstruct:chiselHead:6, Obsidian Chisel Head
TConstruct:chiselHead:7, Netherrack Chisel Head
TConstruct:chiselHead:8, Slime Chisel Head
TConstruct:chiselHead:9, Paper Chisel Head
TConstruct:chiselHead:10, Cobalt Chisel Head
TConstruct:chiselHead:11, Ardite Chisel Head
TConstruct:chiselHead:12, Manyullyn Chisel Head
TConstruct:chiselHead:13, Copper Chisel Head
TConstruct:chiselHead:14, Bronze Chisel Head
TConstruct:chiselHead:15, Alumite Chisel Head
TConstruct:chiselHead:16, Steel Chisel Head
TConstruct:chiselHead:17, Slime Chisel Head
TConstruct:chiselHead:18, Pig Iron Chisel Head
TConstruct:chiselHead:314, Unstable Induced Chisel Head
TConstruct:scytheBlade:0, Wooden Scythe Head
TConstruct:scytheBlade:1, Stone Scythe Head
TConstruct:scytheBlade:2, Iron Scythe Head
TConstruct:scytheBlade:3, Flint Scythe Head
TConstruct:scytheBlade:4, Cactus Scythe Head
TConstruct:scytheBlade:5, Bone Scythe Head
TConstruct:scytheBlade:6, Obsidian Scythe Head
TConstruct:scytheBlade:7, Netherrack Scythe Head
TConstruct:scytheBlade:8, Slime Scythe Head
TConstruct:scytheBlade:9, Paper Scythe Head
TConstruct:scytheBlade:10, Cobalt Scythe Head
TConstruct:scytheBlade:11, Ardite Scythe Head
TConstruct:scytheBlade:12, Manyullyn Scythe Head
TConstruct:scytheBlade:13, Copper Scythe Head
TConstruct:scytheBlade:14, Bronze Scythe Head
TConstruct:scytheBlade:15, Alumite Scythe Head
TConstruct:scytheBlade:16, Steel Scythe Head
TConstruct:scytheBlade:17, Slime Scythe Head
TConstruct:scytheBlade:18, Pig Iron Scythe Head
TConstruct:scytheBlade:314, Unstable Induced Scythe Head
TConstruct:broadAxeHead:0, Wooden Broad Axe Head
TConstruct:broadAxeHead:1, Stone Broad Axe Head
TConstruct:broadAxeHead:2, Iron Broad Axe Head
TConstruct:broadAxeHead:3, Flint Broad Axe Head
TConstruct:broadAxeHead:4, Cactus Broad Axe Head
TConstruct:broadAxeHead:5, Bone Broad Axe Head
TConstruct:broadAxeHead:6, Obsidian Broad Axe Head
TConstruct:broadAxeHead:7, Netherrack Broad Axe Head
TConstruct:broadAxeHead:8, Slime Broad Axe Head
TConstruct:broadAxeHead:9, Paper Broad Axe Head
TConstruct:broadAxeHead:10, Cobalt Broad Axe Head
TConstruct:broadAxeHead:11, Ardite Broad Axe Head
TConstruct:broadAxeHead:12, Manyullyn Broad Axe Head
TConstruct:broadAxeHead:13, Copper Broad Axe Head
TConstruct:broadAxeHead:14, Bronze Broad Axe Head
TConstruct:broadAxeHead:15, Alumite Broad Axe Head
TConstruct:broadAxeHead:16, Steel Broad Axe Head
TConstruct:broadAxeHead:17, Slime Broad Axe Head
TConstruct:broadAxeHead:18, Pig Iron Broad Axe Head
TConstruct:broadAxeHead:314, Unstable Induced Broad Axe Head
TConstruct:excavatorHead:0, Wooden Excavator Head
TConstruct:excavatorHead:1, Stone Excavator Head
TConstruct:excavatorHead:2, Iron Excavator Head
TConstruct:excavatorHead:3, Flint Excavator Head
TConstruct:excavatorHead:4, Cactus Excavator Head
TConstruct:excavatorHead:5, Bone Excavator Head
TConstruct:excavatorHead:6, Obsidian Excavator Head
TConstruct:excavatorHead:7, Netherrack Excavator Head
TConstruct:excavatorHead:8, Slime Excavator Head
TConstruct:excavatorHead:9, Paper Excavator Head
TConstruct:excavatorHead:10, Cobalt Excavator Head
TConstruct:excavatorHead:11, Ardite Excavator Head
TConstruct:excavatorHead:12, Manyullyn Excavator Head
TConstruct:excavatorHead:13, Copper Excavator Head
TConstruct:excavatorHead:14, Bronze Excavator Head
TConstruct:excavatorHead:15, Alumite Excavator Head
TConstruct:excavatorHead:16, Steel Excavator Head
TConstruct:excavatorHead:17, Slime Excavator Head
TConstruct:excavatorHead:18, Pig Iron Excavator Head
TConstruct:excavatorHead:314, Unstable Induced Excavator Head
TConstruct:largeSwordBlade:0, Wooden Large Sword Blade
TConstruct:largeSwordBlade:1, Stone Large Sword Blade
TConstruct:largeSwordBlade:2, Iron Large Sword Blade
TConstruct:largeSwordBlade:3, Flint Large Sword Blade
TConstruct:largeSwordBlade:4, Cactus Large Sword Blade
TConstruct:largeSwordBlade:5, Bone Large Sword Blade
TConstruct:largeSwordBlade:6, Obsidian Large Sword Blade
TConstruct:largeSwordBlade:7, Netherrack Large Sword Blade
TConstruct:largeSwordBlade:8, Slime Large Sword Blade
TConstruct:largeSwordBlade:9, Paper Large Sword Blade
TConstruct:largeSwordBlade:10, Cobalt Large Sword Blade
TConstruct:largeSwordBlade:11, Ardite Large Sword Blade
TConstruct:largeSwordBlade:12, Manyullyn Large Sword Blade
TConstruct:largeSwordBlade:13, Copper Large Sword Blade
TConstruct:largeSwordBlade:14, Bronze Large Sword Blade
TConstruct:largeSwordBlade:15, Alumite Large Sword Blade
TConstruct:largeSwordBlade:16, Steel Large Sword Blade
TConstruct:largeSwordBlade:17, Slime Large Sword Blade
TConstruct:largeSwordBlade:18, Pig Iron Large Sword Blade
TConstruct:largeSwordBlade:314, Unstable Induced Large Sword Blade
TConstruct:hammerHead:0, Wooden Hammer Head
TConstruct:hammerHead:1, Stone Hammer Head
TConstruct:hammerHead:2, Iron Hammer Head
TConstruct:hammerHead:3, Flint Hammer Head
TConstruct:hammerHead:4, Cactus Hammer Head
TConstruct:hammerHead:5, Bone Hammer Head
TConstruct:hammerHead:6, Obsidian Hammer Head
TConstruct:hammerHead:7, Netherrack Hammer Head
TConstruct:hammerHead:8, Slime Hammer Head
TConstruct:hammerHead:9, Paper Hammer Head
TConstruct:hammerHead:10, Cobalt Hammer Head
TConstruct:hammerHead:11, Ardite Hammer Head
TConstruct:hammerHead:12, Manyullyn Hammer Head
TConstruct:hammerHead:13, Copper Hammer Head
TConstruct:hammerHead:14, Bronze Hammer Head
TConstruct:hammerHead:15, Alumite Hammer Head
TConstruct:hammerHead:16, Steel Hammer Head
TConstruct:hammerHead:17, Slime Hammer Head
TConstruct:hammerHead:18, Pig Iron Hammer Head
TConstruct:hammerHead:314, Unstable Induced Hammer Head
TConstruct:creativeModifier, Creative Tool Modifier
TConstruct:buckets:0, Molten Iron Bucket
TConstruct:buckets:1, Molten Gold Bucket
TConstruct:buckets:2, Molten Copper Bucket
TConstruct:buckets:3, Molten Tin Bucket
TConstruct:buckets:4, Molten Aluminum Bucket
TConstruct:buckets:5, Molten Cobalt Bucket
TConstruct:buckets:6, Molten Ardite Bucket
TConstruct:buckets:7, Molten Bronze Bucket
TConstruct:buckets:8, Molten Aluminum Brass Bucket
TConstruct:buckets:9, Molten Manyullyn Bucket
TConstruct:buckets:10, Molten Alumite Bucket
TConstruct:buckets:11, Molten Obsidian Bucket
TConstruct:buckets:12, Molten Steel Bucket
TConstruct:buckets:13, Molten Glass Bucket
TConstruct:buckets:14, Seared Stone Bucket
TConstruct:buckets:15, Liquified Emerald Bucket
TConstruct:buckets:16, Bucket o' Blood
TConstruct:buckets:17, Molten Nickel Bucket
TConstruct:buckets:18, Molten Lead Bucket
TConstruct:buckets:19, Molten Silver Bucket
TConstruct:buckets:20, Molten Shiny Bucket
TConstruct:buckets:21, Molten Invar Bucket
TConstruct:buckets:22, Molten Electrum Bucket
TConstruct:buckets:23, Liquified Ender Bucket
TConstruct:buckets:24, Liquid Slime Bucket
TConstruct:buckets:25, Sticky Glue Bucket
TConstruct:buckets:26, Molten Pig Iron Bucket
TConstruct:buckets:27, Molten Lumium Bucket
TConstruct:buckets:28, Molten Signalum Bucket
TConstruct:buckets:29, Molten Mana Infused Metal Bucket
TConstruct:buckets:30, Molten Enderium Bucket
TConstruct:metalPattern:0, Ingot Cast
TConstruct:metalPattern:1, Tool Rod Cast
TConstruct:metalPattern:2, Pickaxe Head Cast
TConstruct:metalPattern:3, Shovel Head Cast
TConstruct:metalPattern:4, Axe Head Cast
TConstruct:metalPattern:5, Sword Blade Cast
TConstruct:metalPattern:6, Wide Guard Cast
TConstruct:metalPattern:7, Hand Guard Cast
TConstruct:metalPattern:8, Crossbar Cast
TConstruct:metalPattern:9, Tool Binding Cast
TConstruct:metalPattern:10, Pan Cast
TConstruct:metalPattern:11, Wide Board Cast
TConstruct:metalPattern:12, Knife Blade Cast
TConstruct:metalPattern:13, Chisel Head Cast
TConstruct:metalPattern:14, Tough Rod Cast
TConstruct:metalPattern:15, Tough Binding Cast
TConstruct:metalPattern:16, Large Plate Cast
TConstruct:metalPattern:17, Broadaxe Head Cast
TConstruct:metalPattern:18, Scythe Head Cast
TConstruct:metalPattern:19, Excavator Head Cast
TConstruct:metalPattern:20, Large Blade Cast
TConstruct:metalPattern:21, Hammer Head Cast
TConstruct:metalPattern:22, Full Guard Cast
TConstruct:metalPattern:25, Arrowhead Cast
